"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Pantoea"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.32413707083383	0	0.886608876922488	0.00875750814994332	0.0381212701200652	0.0174383223508903	0.0487064942685219	NA	"prevalence"	64	55
"Rubritepida"	"Reads"	"Reads"	"Reads"	1.92424144599635	0	0.733405797268691	0.00869787400232922	0.0381212701200652	0.00869787400232922	0.0278681107670157	NA	"prevalence"	64	24
"Staphylococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.62031035798923	0	0.999937247968269	0.00878074199394761	0.0381212701200652	0.0174843825579309	0.0487064942685219	NA	"prevalence"	64	17
"Albidiferax"	"Reads"	"Reads"	"Reads"	2.63479835619399	0	1.00699700172417	0.00888387672584149	0.0384128758833956	0.017688830186003	0.049081260041795	NA	"prevalence"	64	55
"Acidobacteria_bacterium_Ellin7246"	"Reads"	"Reads"	"Reads"	1.83371332924288	0	0.701220730922223	0.00892195883460098	0.0384219840135236	0.0177643163197557	0.0490966537656239	NA	"prevalence"	64	38
"Clostridium_sensu_stricto_9"	"Reads"	"Reads"	"Reads"	-0.538597251321569	-0.0299366818476919	0.171303171496458	0.00938035329860436	0.0402338045096765	0.0186727155692021	0.0510048495314392	NA	"abundance"	64	21
"Chelatococcus_sp._P-102"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.64790311547378	0	0.636129279547199	0.00958321496573057	0.040939494333601	0.0190745919223817	0.051700245287691	NA	"prevalence"	64	33
"Rhodovastum"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.20593808761495	0.361621063769622	0.510149687443231	0.00971868783860059	0.0413528231538862	0.00971868783860059	0.0303223060564338	NA	"abundance"	64	63
"Unknown"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.276242891904228	0.361621063769622	0.0533580047269672	0.0101765266200219	0.0429586183011203	0.0101765266200219	0.0316102729524575	NA	"abundance"	64	64
"Rhodopila"	"Reads"	"Reads"	"Reads"	1.40048762203146	0	0.544730255396472	0.0101412779896248	0.0429586183011203	0.0201797104599868	0.0538637138513717	NA	"prevalence"	64	48
"Neochlamydia"	"Reads"	"Reads"	"Reads"	-0.922421132446112	-0.0299366818476919	0.315528504582366	0.0102241066456959	0.0429895507779656	0.0203436809346893	0.0540956970308784	NA	"abundance"	64	25
"Pilimelia"	"Reads"	"Reads"	"Reads"	1.51041857133201	0	0.589581253244479	0.0104116357683049	0.0436063803943121	0.0207148693772379	0.0548748615200792	NA	"prevalence"	64	16
"Frankia"	"Reads"	"Reads"	"Reads"	2.14497998863689	0	0.839203587489442	0.0105891959588137	0.0441768018906757	0.0210662608465731	0.0555959214823096	NA	"prevalence"	64	51
"Achromobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.07044253234967	0.361621063769622	0.465343635019623	0.0107621575556865	0.044550326625865	0.0214084910761195	0.0562874933911458	NA	"abundance"	64	63
"Ferrovibrio"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	4.62704142773399	0.361621063769622	1.57400435129693	0.0107247982593858	0.044550326625865	1.65302068077113e-05	0.000187164599661505	NA	"abundance"	64	37
"Methylorosula"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.94339022547011	0.361621063769622	0.585523892614499	0.0113903229192564	0.046787941837561	0.0226509063823079	0.0589703797067894	NA	"abundance"	64	55
"Pullulanibacillus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.6646446266071	0	0.657674105928401	0.0113702617737298	0.046787941837561	0.0113702617737298	0.0348555622932678	NA	"prevalence"	64	24
"Bosea"	"Reads"	"Reads"	"Reads"	0.458450324669727	-0.0299366818476919	0.18277931421103	0.0115518577198911	0.0470403092303326	0.0229702700230015	0.0590664086305753	NA	"abundance"	64	63
"Clostridium_sensu_stricto_9"	"Reads"	"Reads"	"Reads"	1.14428965485118	0	0.453260683173164	0.0115838963741362	0.0470403092303326	0.0186727155692021	0.0510048495314392	NA	"prevalence"	64	21
"Paracocccus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	4.53106737291488	0	1.79412269245614	0.0115531854756013	0.0470403092303326	0.0115531854756013	0.0351251443796842	NA	"prevalence"	64	16
"Phreatobacter"	"Reads"	"Reads"	"Reads"	5.64038998202334	0	2.24050620782151	0.011820360817188	0.0478187323968061	0.0235010007045275	0.0597742844006462	NA	"prevalence"	64	61
"Acidisoma"	"Reads"	"Reads"	"Reads"	0.588515210081376	-0.0299366818476919	0.236417210957163	0.0122442992157833	0.0489771968631334	0.0243386755682811	0.0614595332695442	NA	"abundance"	64	62
"Oceanobacillus"	"Reads"	"Reads"	"Reads"	0.80478924013255	-0.0299366818476919	0.320756179837072	0.0122073958107537	0.0489771968631334	0.0242657711090271	0.0614595332695442	NA	"abundance"	64	61
"Rhynchosporium_agropyri"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.49194092960153	0.361621063769622	0.676931442137373	0.0126770713712766	0.0505190754646398	0.0251934346040008	0.0629754206342529	NA	"abundance"	64	29
"Alsobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.22031284688575	0.361621063769622	0.708422992940332	0.0128436397516621	0.0509925920251863	0.0255223204212537	0.0633097842251594	NA	"abundance"	64	57
"Chlorochromatium"	"Reads"	"Reads"	"Reads"	1.87970398909096	0	0.757821413094474	0.0131233244872504	0.0517925838092439	0.0260744273289032	0.0642254315259299	NA	"prevalence"	64	50
"Rhynchosporium_agropyri"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.5166968283013	0	0.611651376893281	0.0131502061738391	0.0517925838092439	0.0251934346040008	0.0629754206342529	NA	"prevalence"	64	29
"Tetrasphaera"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.54798699647919	0	0.624875797491751	0.013239115524273	0.0517925838092439	0.026302956868681	0.0645618032231261	NA	"prevalence"	64	43
"Verrucomicrobium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.61745130111422	0	0.652731918383046	0.0132131579848397	0.0517925838092439	0.0132131579848397	0.039639473954519	NA	"prevalence"	64	27
"Jatrophihabitans"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.06895332279159	0.361621063769622	0.237228317928806	0.0134522664085939	0.052434381475833	0.0134522664085939	0.0401850681652464	NA	"abundance"	64	64
"Bordetella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.19080987177103	0.361621063769622	1.07963408074357	0.0135634987309857	0.0524848429155534	1.83995923862974e-05	0.000201820528987199	NA	"abundance"	64	39
"Rhodoligotrophos"	"Reads"	"Reads"	"Reads"	0.382585903091099	-0.0299366818476919	0.157512932654008	0.0135168373746989	0.0524848429155534	0.0268509698567837	0.0650578243707398	NA	"abundance"	64	54
"Plantibacter"	"Reads"	"Reads"	"Reads"	0.95856809529274	0	0.390866709424	0.0141900179819082	0.0547109718580433	0.0281786793534896	0.067977432667181	NA	"prevalence"	64	38
"Alicyclobacillus"	"Reads"	"Reads"	"Reads"	-0.709271459428807	-0.0299366818476919	0.238489231883466	0.0145669144214904	0.0557615218715117	0.0145669144214904	0.0427865017735827	NA	"abundance"	64	16
"Sclerotinia_borealis"	"Reads"	"Reads"	"Reads"	-0.888098445320367	-0.0299366818476919	0.321516635255094	0.0145216045580698	0.0557615218715117	0.0145216045580698	0.0427865017735827	NA	"abundance"	64	25
"Chelatococcus_sp._P-102"	"Reads"	"Reads"	"Reads"	1.69994574326877	0	0.697260089490738	0.0147672714164455	0.0563265924027278	0.029316470527804	0.069763262069554	NA	"prevalence"	64	33
"Lapillicoccus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.74571554427583	0	0.716997171596449	0.0149016979456174	0.0566370583840549	0.0295813352895725	0.0701557343691887	NA	"prevalence"	64	43
"Geminicoccus"	"Reads"	"Reads"	"Reads"	2.01005813428432	0	0.830966232698441	0.0155657727076354	0.0589512242970022	0.0308892521352851	0.073010959592492	NA	"prevalence"	64	50
"Candidatus_Odyssella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.76240401699864	0.361621063769622	0.560787760544804	0.0158057202099811	0.0593479073492275	0.031361619628606	0.073631628693249	NA	"abundance"	64	60
"Larkinella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.1293435668238	0.361621063769622	0.691221409344459	0.0158372224667882	0.0593479073492275	0.0158372224667882	0.0453784904966749	NA	"abundance"	64	51
"Candidatus_Amoebophilus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.78133562793272	0	1.56587652865522	0.0157422789967231	0.0593479073492275	0.0312367386454355	0.0735845319768313	NA	"prevalence"	64	13
"Phyllobacterium"	"Reads"	"Reads"	"Reads"	-0.419845679037917	-0.0299366818476919	0.153334941657187	0.0160090633007668	0.0595719028475061	0.0317618364937657	0.0738304941014024	NA	"abundance"	64	63
"Propionibacterium"	"Reads"	"Reads"	"Reads"	-1.07358560157649	-0.0299366818476919	0.365873671524592	0.0160673004395181	0.0595719028475061	0.0318764427356225	0.0738493990833565	NA	"abundance"	64	14
"Aquibacter"	"Reads"	"Reads"	"Reads"	1.27736472915679	0	0.53020825372041	0.0159886078644995	0.0595719028475061	0.0317215801475542	0.0738304941014024	NA	"prevalence"	64	20
"Geobacter"	"Reads"	"Reads"	"Reads"	1.47481475292587	0	0.612926659914338	0.0161201122873869	0.0595719028475061	0.0319803665546159	0.0738493990833565	NA	"prevalence"	64	36
"Truepera"	"Reads"	"Reads"	"Reads"	1.44979908334499	0	0.603532824578337	0.0162973469617707	0.0600191950178314	0.0162973469617707	0.0465070632811505	NA	"prevalence"	64	20
"Jatrophihabitans"	"Reads"	"Reads"	"Reads"	0.275516721548676	-0.0299366818476919	0.118614158964403	0.016408438661411	0.060220661478993	0.016408438661411	0.0466345098797997	NA	"abundance"	64	64
"Aquibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.68115076513905	0	0.702231654510436	0.0166652192376218	0.0609536100882878	0.0330527089430055	0.0760754153376717	NA	"prevalence"	64	20
"Glarea_lozoyensis_74030"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.44622065595222	0	0.60535278457802	0.0168918068641411	0.0615715007880638	0.0334982805891467	0.0768489966456895	NA	"prevalence"	64	27
"Belnapia"	"Reads"	"Reads"	"Reads"	1.27693954254275	0	0.537433479854406	0.0175016751170336	0.0632629818623901	0.0346970416021651	0.078968628129933	NA	"prevalence"	64	50
"Quadrisphaera"	"Reads"	"Reads"	"Reads"	0.977953491470192	0	0.411403800745064	0.0174487224933593	0.0632629818623901	0.0174487224933593	0.0487064942685219	NA	"prevalence"	64	44
"Tetrasphaera"	"Reads"	"Reads"	"Reads"	1.07502928426726	0	0.452582201884647	0.017533560516168	0.0632629818623901	0.034759695287962	0.078968628129933	NA	"prevalence"	64	43
"Roseiflexus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.497770064832151	0.361621063769622	0.322549812835435	0.0179201012823245	0.0644399601667426	0.0179201012823245	0.0493329847066345	NA	"abundance"	64	64
"Parvibaculum"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.12741414946786	0.361621063769622	0.278726808535738	0.0180490716556227	0.0644695937398164	0.0357723743236157	0.0804878422281353	NA	"abundance"	64	58
"Talaromyces_phialosporus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.58754524766657	0	0.671202381051103	0.0180190767316943	0.0644695937398164	0.0357134663371259	0.0804878422281353	NA	"prevalence"	64	29
"Advenella"	"Reads"	"Reads"	"Reads"	0.575378725136734	-0.0299366818476919	0.243656626667423	0.0186432946402782	0.0659592767064944	0.00619666890757217	0.0223080080672598	NA	"abundance"	64	42
"Herbaspirillum"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.01295790886368	0.361621063769622	0.66479103856302	0.0186106853531	0.0659592767064944	0.0368750130968879	0.0827037034952567	NA	"abundance"	64	59
"Nakamurella"	"Reads"	"Reads"	"Reads"	0.307256018084944	-0.0299366818476919	0.13487132045931	0.0186514059600761	0.0659592767064944	0.0186514059600761	0.0510048495314392	NA	"abundance"	64	64
"Ammoniphilus"	"Reads"	"Reads"	"Reads"	-1.06117598109776	-0.0299366818476919	0.397292465451294	0.0188972233228937	0.0666080346826749	0.0188972233228937	0.0514180262506643	NA	"abundance"	64	21
"Arthrobacter"	"Reads"	"Reads"	"Reads"	-0.425586438625985	-0.0299366818476919	0.160434896158063	0.0192983571141317	0.0677981756509627	0.0192983571141317	0.0521055642081556	NA	"abundance"	64	64
"Angustibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.555826254883913	0.361621063769622	0.336924452783272	0.0195709547999169	0.0680839730498738	0.0195709547999169	0.0526391198066731	NA	"abundance"	64	64
"Rhynchosporium_orthosporum"	"Reads"	"Reads"	"Reads"	-1.13494164142442	0	0.48600109976411	0.0195295509583437	0.0680839730498738	0.0386776985560529	0.085652190493215	NA	"prevalence"	64	22
"Stenotrophomonas"	"Reads"	"Reads"	"Reads"	3.62125992598388	0	1.54961832736591	0.019445832389751	0.0680839730498738	0.0385135243821716	0.0855585256844445	NA	"prevalence"	64	56
"Rubellimicrobium"	"Reads"	"Reads"	"Reads"	0.988743088414618	0	0.424615047144281	0.0198822030744294	0.0689421846866578	0.039369104149766	0.086909154443823	NA	"prevalence"	64	45
"Byssovorax"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.847363140467317	0.361621063769622	0.468355570303515	0.0200979089891893	0.0694646174771981	0.0200979089891893	0.0538501225588203	NA	"abundance"	64	64
"Kineococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.947638310631549	0.361621063769622	0.52843946863455	0.0202935617729354	0.0696897876961253	0.0401752948964388	0.0879303468955636	NA	"abundance"	64	59
"Rhodoligotrophos"	"Reads"	"Reads"	"Reads"	3.22530631990979	0	1.39265242784921	0.0205612760883178	0.0703828296869341	0.0268509698567837	0.0650578243707398	NA	"prevalence"	64	54
"Hansschlegelia"	"Reads"	"Reads"	"Reads"	0.894629895980552	0	0.387092666491016	0.0208244740534996	0.0710560328726441	0.0412152893873944	0.0898144069401567	NA	"prevalence"	64	22
"Myxococcus"	"Reads"	"Reads"	"Reads"	0.897799363778647	0	0.388930779291478	0.0209781059063751	0.0712313703137446	0.0415161308853311	0.0898144069401567	NA	"prevalence"	64	18
"Peredibacter"	"Reads"	"Reads"	"Reads"	2.28667770481234	0	0.990839635939155	0.0210092524801775	0.0712313703137446	0.0415771162705791	0.0898144069401567	NA	"prevalence"	64	51
"Adhaeribacter"	"Reads"	"Reads"	"Reads"	-0.783747601371202	-0.0299366818476919	0.313587281215925	0.0215158805074733	0.0718551208955544	0.0152307413004952	0.0443650638711519	NA	"abundance"	64	46
"Candidatus_Nitrotoga"	"Reads"	"Reads"	"Reads"	-0.63233043999093	-0.0299366818476919	0.248727347556249	0.0215296242383684	0.0718551208955544	0.0425957237568914	0.0914440308175467	NA	"abundance"	64	40
"Actinocorallia"	"Reads"	"Reads"	"Reads"	3.14221895936196	0	1.36690095066151	0.0215168368864515	0.0718551208955544	0.0425706995033049	0.0914440308175467	NA	"prevalence"	64	53
"Methylocella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	4.25970779568631	0	1.85141483980348	0.0214037774527772	0.0718551208955544	0.0015162963354594	0.00776963523717151	NA	"prevalence"	64	59
"Plantactinospora"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.06259092387648	0	1.33853039976318	0.0221360693690508	0.0736489784615148	0.0221360693690508	0.0579832861831107	NA	"prevalence"	64	13
"Lautropia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.74085218869865	0	0.762096545791186	0.0223542874402833	0.0741440341187037	0.00542256823848132	0.0200806520452256	NA	"prevalence"	64	53
"Actinomadura"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.26330675819418	0.361621063769622	0.615496573216133	0.0227478008689115	0.0749834917530788	0.0449781392934514	0.0951043788674786	NA	"abundance"	64	62
"Blastocatella"	"Reads"	"Reads"	"Reads"	-0.517972067724222	-0.0299366818476919	0.2052829554814	0.0226809152718421	0.0749834917530788	0.0226809152718421	0.0589703797067894	NA	"abundance"	64	64
"Flavisolibacter"	"Reads"	"Reads"	"Reads"	-0.420989304066546	-0.0299366818476919	0.163727765042644	0.0228792965512804	0.0751804786064906	0.0228792965512804	0.0590664086305753	NA	"abundance"	64	64
"Psychrobacillus"	"Reads"	"Reads"	"Reads"	0.688524075087636	-0.0299366818476919	0.305948447291526	0.0229483483386853	0.0751804786064906	0.0229483483386853	0.0590664086305753	NA	"abundance"	64	64
"Prosthecobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.58332731814328	0.361621063769622	0.85203702866636	0.0232440206245105	0.0759162508470251	0.0232440206245105	0.0595521988263006	NA	"abundance"	64	61
"Geodermatophilus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.562089842640358	0.361621063769622	0.365097003744654	0.0234184167240797	0.0762526495771865	0.0234184167240797	0.0597742844006462	NA	"abundance"	64	64
"unidentified_marine_bacterioplankton"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.55859036829993	0	0.692667484170637	0.024440833270622	0.0790994240394676	0.0482843122102817	0.100580377363851	NA	"prevalence"	64	21
"Acidobacteria_bacterium_Ellin7246"	"Reads"	"Reads"	"Reads"	-0.620134597749056	-0.0299366818476919	0.24959366214396	0.0249527739107229	0.079651661085421	0.0177643163197557	0.0490966537656239	NA	"abundance"	64	38
"Candidatus_Odyssella"	"Reads"	"Reads"	"Reads"	0.426806861065693	-0.0299366818476919	0.195220816296157	0.0250354538159383	0.079651661085421	0.0494441336841066	0.101788216557897	NA	"abundance"	64	60
"Ferruginibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.02386790302	0.361621063769622	0.532228717274555	0.0250748580976794	0.079651661085421	0.0250748580976794	0.0629754206342529	NA	"abundance"	64	64
"Tumebacillus"	"Reads"	"Reads"	"Reads"	-0.831626120653813	-0.0299366818476919	0.345005090426122	0.0252081099689816	0.079651661085421	0.0252081099689816	0.0629754206342529	NA	"abundance"	64	54
"Candidatus_Entotheonella"	"Reads"	"Reads"	"Reads"	1.40942143296591	0	0.628915288353116	0.0250237812146847	0.079651661085421	0.0494213728030889	0.101788216557897	NA	"prevalence"	64	48
"Hirschia"	"Reads"	"Reads"	"Reads"	3.51830816926353	0	1.57179555949679	0.0251949410492999	0.079651661085421	0.0497550970441221	0.102128883406356	NA	"prevalence"	64	61
"Kaistia"	"Reads"	"Reads"	"Reads"	1.56399584654797	0	0.696707695912817	0.0247785402281452	0.079651661085421	0.0489431044004527	0.101651062985556	NA	"prevalence"	64	52
"SM1A02"	"Reads"	"Reads"	"Reads"	3.56287339807575	0	1.58930804697595	0.0249758221152906	0.079651661085421	0.0493278525402465	0.101788216557897	NA	"prevalence"	64	58
"Craurococcus"	"Reads"	"Reads"	"Reads"	1.55213045153732	0	0.694409947671977	0.025405607227117	0.0800389041845457	0.025405607227117	0.0632437456504829	NA	"prevalence"	64	22
"Reyranella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.950197132401689	0.361621063769622	0.213742992152626	0.0257697671180661	0.0809473861238077	0.0257697671180661	0.063698508862262	NA	"abundance"	64	64
"Candidatus_Amoebophilus"	"Reads"	"Reads"	"Reads"	1.20555195027338	0	0.541521422617218	0.025998691248578	0.0811888954780155	0.0513214505505171	0.10473156478623	NA	"prevalence"	64	13
"Lautropia"	"Reads"	"Reads"	"Reads"	1.62299547980606	0	0.728974273264573	0.0259867433835913	0.0811888954780155	0.00287033752457935	0.0128743197485075	NA	"prevalence"	64	53
"Aquibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.62020123709326	0.361621063769622	0.802162161961336	0.0262815112854453	0.0818328106497249	0.0330527089430055	0.0760754153376717	NA	"abundance"	64	20
"Belnapia"	"Reads"	"Reads"	"Reads"	0.638292770354442	-0.0299366818476919	0.28962762681	0.0265655164467315	0.0818663459998563	0.0346970416021651	0.078968628129933	NA	"abundance"	64	50
"Pirellula"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.47813356524904	0.361621063769622	0.468840499637099	0.0265347961013566	0.0818663459998563	0.0265347961013566	0.0646785654970568	NA	"abundance"	64	64
"Rhizobacter"	"Reads"	"Reads"	"Reads"	0.363509140260546	-0.0299366818476919	0.169297736089487	0.0264859314742645	0.0818663459998563	0.0264859314742645	0.0646785654970568	NA	"abundance"	64	64
"Umezawaea"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.37496125197867	0.361621063769622	0.707994179632476	0.0265988970617511	0.0818663459998563	0.00885776885947987	0.0281364422595243	NA	"abundance"	64	33
"Taibaiella"	"Reads"	"Reads"	"Reads"	1.61662493975001	0	0.729638438854419	0.0267153377226095	0.0819884502521464	0.0527169661755859	0.106649309092972	NA	"prevalence"	64	53
"Oligoflexus"	"Reads"	"Reads"	"Reads"	0.847454398686097	0	0.382888700930153	0.0268757394124139	0.0822443830729456	0.0268757394124139	0.0650578243707398	NA	"prevalence"	64	11
"Corallococcus"	"Reads"	"Reads"	"Reads"	1.80337172708121	0	0.816271299204756	0.0271551823879328	0.0828620994008922	0.0535729608453438	0.107759938433901	NA	"prevalence"	64	55
"Aureimonas"	"Reads"	"Reads"	"Reads"	0.554691636659733	-0.0299366818476919	0.254879869906057	0.0273955861237982	0.0833575099151465	0.0540406541085299	0.10808130821706	NA	"abundance"	64	54
"Rhizomicrobium"	"Reads"	"Reads"	"Reads"	0.240963124252295	-0.0299366818476919	0.115600728600325	0.028852446160246	0.0875409445998373	0.028852446160246	0.0693644424811394	NA	"abundance"	64	64
"Advenella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.66689934195482	0.361621063769622	0.557444178426106	0.0290351311660105	0.0878456659640204	0.000941232597809678	0.00524401018779678	NA	"abundance"	64	42
"Cellulomonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.83200077331913	0.361621063769622	0.632730105377522	0.0292137049768282	0.0879203751002992	0.0292137049768282	0.069763262069554	NA	"abundance"	64	63
"Pedomicrobium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.525275852759233	0.361621063769622	0.370141864566069	0.0293067917000997	0.0879203751002992	0.0293067917000997	0.069763262069554	NA	"abundance"	64	64
"Goodfellowiella"	"Reads"	"Reads"	"Reads"	1.91155356297409	0	0.877122178423725	0.0293059023115967	0.0879203751002992	0.0577529687128966	0.114527073549303	NA	"prevalence"	64	56
"Acidisoma"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.00681493859492	0.361621063769622	0.717123908355438	0.0296540762390864	0.0882188117641902	0.0584287882405793	0.114893583599122	NA	"abundance"	64	62
"Bryocella"	"Reads"	"Reads"	"Reads"	1.70450953568821	0	0.783037768753277	0.0294961679162791	0.0882188117641902	0.0581223119108129	0.114893583599122	NA	"prevalence"	64	54
"Rhynchosporium_agropyri"	"Reads"	"Reads"	"Reads"	-0.768101494621629	0	0.353050549630919	0.029584183063795	0.0882188117641902	0.0582931422400378	0.114893583599122	NA	"prevalence"	64	29
"Kaistia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.73150253416162	0.361621063769622	0.600229156835671	0.0309802106331335	0.0919079582116294	0.0610006478153937	0.118621758355696	NA	"abundance"	64	52
"Procabacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.99329425603363	0	0.926683750573847	0.0314764118934323	0.0931213515296004	0.0314764118934323	0.0736548038306317	NA	"prevalence"	64	14
"OM27_clade"	"Reads"	"Reads"	"Reads"	3.82310821208582	0	1.79359311585271	0.0330450137558976	0.0974919190367367	0.0649980545776678	0.125353390971217	NA	"prevalence"	64	62
"Candidatus_Captivus"	"Reads"	"Reads"	"Reads"	0.338271445533193	-0.0299366818476919	0.165253805950681	0.0331959156839675	0.0976673221776234	0.065289862549838	0.125493703473654	NA	"abundance"	64	60
"Candidatus_Alysiosphaera"	"Reads"	"Reads"	"Reads"	0.436750676561031	-0.0299366818476919	0.211638926733795	0.0334524038254816	0.0981515584769625	0.0657857443292601	0.125835401959511	NA	"abundance"	64	62
"Clostridium_sensu_stricto_13"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-2.71199765484437	0.361621063769622	0.570113272946236	0.0338423473419068	0.0990236355100177	0.0665393902102034	0.126434760921616	NA	"abundance"	64	62
"Azospira"	"Reads"	"Reads"	"Reads"	0.442987697549406	-0.0299366818476919	0.211846911280414	0.0341316092666508	0.0995971549092434	0.0033853334773551	0.0144030551582017	NA	"abundance"	64	39
"Flavitalea"	"Reads"	"Reads"	"Reads"	-0.457193427609426	-0.0299366818476919	0.194183959440625	0.0343338847302799	0.0999144111496972	0.0343338847302799	0.0785094041715194	NA	"abundance"	64	63
"Methylocella"	"Reads"	"Reads"	"Reads"	3.83922784971961	0	1.81642751008834	0.0345481910329529	0.100264858758678	0.0679028045622563	0.128139163448129	NA	"prevalence"	64	59
"Nitrolancea"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.777804642045151	0.361621063769622	0.361783880043062	0.0351022928363118	0.101596880079081	0.0351022928363118	0.0794897082938415	NA	"abundance"	64	64
"Catellatospora"	"Reads"	"Reads"	"Reads"	-0.493705742772525	-0.0299366818476919	0.210878877737922	0.0355827817421229	0.10247534836428	0.0698994291277383	0.130905633411448	NA	"abundance"	64	47
"Deinococcus"	"Reads"	"Reads"	"Reads"	3.60525327544166	0	1.7155675698105	0.0355977099654942	0.10247534836428	0.069928222976201	0.130905633411448	NA	"prevalence"	64	62
"Motilibacter"	"Reads"	"Reads"	"Reads"	0.471256631962083	-0.0299366818476919	0.231023150854192	0.0364837185202243	0.104743578977418	0.0716363753233857	0.133391871291822	NA	"abundance"	64	60
"Pilimelia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.48177346498106	0.361621063769622	0.778460612137159	0.0371390701946601	0.105772071914392	0.0728988298543964	0.134317529023061	NA	"abundance"	64	16
"Intestinibacter"	"Reads"	"Reads"	"Reads"	1.7489959272614	0	0.838909305071451	0.0370833662913401	0.105772071914392	0.0727915565271825	0.134317529023061	NA	"prevalence"	64	55
"Spirosoma"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.11006139030555	0	1.49141435720093	0.0370411631681917	0.105772071914392	0.0727102785675308	0.134317529023061	NA	"prevalence"	64	59
"Granulicella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.61159053249214	0.361621063769622	0.54743743164983	0.0375285189683824	0.106596963452746	0.0375285189683824	0.0839013385853644	NA	"abundance"	64	64
"Klebsiella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-2.99732144582556	0.361621063769622	1.5158503894301	0.0380011189385529	0.107575544976398	0.0745581528365237	0.136559684207163	NA	"abundance"	64	25
